id,zip,city,latitude,longitude,street,country_code
0,39010.0,Avelengo,46.644273,11.225259,,
1,39028.0,Silandro,46.6296,10.7558,,
2,39030.0,Valle Aurina,46.9959,11.9805,,
3,39030.0,Valle Aurina,46.99594,11.980515,,
4,39040.0,Barbiano,46.6031,11.5203,,
5,39024.0,Malles,46.7038,10.5088,,
6,39046.0,Ortisei,46.5735,11.6469,,
7,39056.0,Nova Levante,46.443911,11.588977,,
8,,Malles,46.6696,10.5165,,
9,39050.0,Nova Ponente,46.3917,11.4654,,
10,39058.0,Sarentino,46.6882,11.4206,,
11,39012.0,Merano,46.670513,11.162904,,
12,39012.0,Merano,46.6593,11.1544,,
13,39020.0,Castelbello-Ciardes,46.6393,10.9383,,
14,39012.0,Merano,46.6577,11.1504,,
15,39039.0,Villabassa,46.737081,12.169352,,
16,,Villabassa,46.7369,12.1661,,
17,39040.0,Racines,46.8671,11.285,,
18,39012.0,Merano,46.6695,11.1614,,
19,39040.0,Castelrotto,46.5407,11.6201,,
20,39028.0,Silandro,46.6287,10.7752,,
21,39038.0,San Candido,46.7181,12.279,,
22,39030.0,Sesto,46.6974,12.3567,,
23,39020.0,Senales,46.7571,10.7817,,
24,,Castelrotto,46.5403,11.6198,,
25,39038.0,San Candido,46.7326,12.282,,
26,,Laives,46.4255,11.3401,,
27,39012.0,Merano,46.6716,11.16492,,
28,39012.0,Merano,46.668849,11.16407,,
29,39012.0,Merano,46.6699,11.1565,,
30,39012.0,Merano,46.6716,11.1649,,
31,39042.0,Bressanone,46.7167,11.6532,,
32,39040.0,Barbiano,46.6021,11.52,,
33,39012.0,Merano,46.669,11.161,,
34,39040.0,Naz-Sciaves,46.7755,11.6816,,
35,39048.0,Selva,46.5554,11.7553,,
36,39025.0,Naturno,46.650503,11.004883,,
37,,Meltina,46.5614,11.2614,,
38,39030.0,Valle di Casies,46.7684,12.1787,,
39,39040.0,Termeno sulla Strada del Vino,46.3403,11.2398,,
40,39015.0,S.Leonardo in Passiria,46.812458,11.24546,,
41,39021.0,Laces,46.617592,10.859285,,
42,39020.0,Castelbello-Ciardes,46.6284,10.901,,
43,39030.0,Sesto,46.7102,12.3499,,
44,39054.0,Renon,46.5384,11.4543,,
45,,Velturno,46.6687,11.5964,,
46,39012.0,Merano,46.6706,11.1627,,
47,39049.0,Racines,46.922029,11.27605,,
48,39034.0,Sesto,46.7245,12.2243,,
49,39034.0,Dobbiaco,46.7243,12.2244,,
50,39027.0,Curon Venosta,46.8095,10.5381,,
51,39010.0,Nalles,46.5437,11.2036,,
52,39040.0,Naz-Sciaves,46.7579,11.6821,,
53,39030.0,Sesto,46.6973,12.3564,,
54,,Curon Venosta,46.767246,10.535261,,
55,39056.0,Nova Levante,46.428571,11.536497,,
56,39100.0,Bolzano,46.4977,11.3517,,
57,39034.0,Dobbiaco,46.7245,12.2243,,
58,39012.0,Merano,46.6704,11.1629,,
59,39017.0,Scena,46.6898,11.1878,,
60,39058.0,Sarentino,46.6731,11.3762,,
61,,Selva,46.5745,11.7417,,
62,39010.0,S.Martino in Passiria,46.7837,11.2308,,
63,39035.0,Monguelfo-Tesido,46.757198,12.104666,,
64,39048.0,Selva,46.5557,11.7566,,
65,39039.0,Villabassa,46.7382,12.1689,,
66,39030.0,Sesto,46.6971,12.3564,,
67,39012.0,Merano,46.6702,11.162,,
68,39040.0,Villandro,46.641398,11.490362,,
69,39030.0,Valle Aurina,46.949726,11.887271,,
70,39023.0,Lasa,46.6084,10.6827,,
71,,Silandro,46.6302,10.7591,,
72,39050.0,S.Genesio Atesino,46.534815,11.326497,,
73,,Badia,46.5784,11.8972,,
74,39038.0,S.Candido,46.7329,12.2816,,
75,39052.0,Caldaro sulla Strada del Vino,46.38365,11.257597,,
76,39050.0,S.Genesio Atesino,46.5359,11.3297,,
77,39050.0,Nova Ponente,46.3722,11.5417,,
78,39052.0,Caldaro sulla Strada del Vino,46.3837,11.2576,,
79,39048.0,Selva,46.565116,11.736639,,
80,39047.0,Selva,46.565116,11.736639,,
81,39012.0,Merano,46.6911,11.1874,,
82,39058.0,Sarentino,46.6421,11.3566,,
83,39054.0,Renon,46.5575,11.4017,,
84,39027.0,Curon Venosta,46.7666,10.5353,,
85,39027.0,Curon Venosta,46.827,10.5194,,
86,,Dobbiaco,46.705,12.2289,,
87,39034.0,Dobbiaco,46.705,12.2289,,
88,39034.0,Dobbiaco,46.7243,12.2245,,
89,,S.Martino in Passiria,46.7828,11.229,,
90,39034.0,Dobbiaco,46.7359,12.2225,,
91,39028.0,Silandro,46.6267,10.7729,,
92,39055.0,Laives,46.4271,11.3372,,
93,39100.0,Bolzano,46.477851,11.369939,Colle 1/C,IT
94,39011.0,Lana,46.615101,11.143296,Via Macello 2,IT
95,39049.0,Prati di Vizze,46.902639,11.461289,Hintere Gasse 164 B,IT
96,39012.0,Merano,46.679733,11.149205,Via Laurin 32,IT
97,39012.0,Merano,46.660809,11.180298,Via Dante 110,IT
98,39040.0,Ora,46.34845,11.29771,Via del Molino 1,IT
99,39012.0,Merano,46.680075,11.151252,"Via K. Wolf, 85",IT
100,39042.0,Bressanone,46.707003,11.660467,via Plose 48/B,IT
101,39030.0,Rasun di Sotto,46.7814,12.0464,In der Linde loc. 4,IT
102,39040.0,Castelrotto,46.5684,11.5647,Via Panider 21/1,IT
103,39037.0,Valles,46.843206,11.627955,Via Gaisjoch 1,IT
104,39040.0,Racines,46.8634,11.3077,Racines di Dentro 18,IT
105,39012.0,Merano,46.674864,11.151209,Via Andreas Hofer 23,IT
106,39011.0,Lana,46.588288,11.158751,Acquaviva 5/A,IT
107,39040.0,Siusi allo Sciliar,46.545,11.5586,Via S. Oswaldo 3,IT
108,39030.0,Gais,46.837699,11.944313,Schloß Neuhaus 1,IT
109,39021.0,Coldrano,46.618745,10.82532,Via Schanzen 5,IT
110,39016.0,S. Valburga,46.532537,10.964139,"S. Valburga, Adlerhorst 353",IT
111,39030.0,San Giovanni/Valle Aurina,46.984285,11.948158,Ahrn 63,IT
112,39025.0,Naturno,46.647891,11.008284,Via Lido 7,IT
113,39040.0,Alpe di Siusi,46.554113,11.658897,Piz 11,IT
114,39054.0,Soprabolzano - Renon,46.534673,11.439412,Stella 20,IT
115,39046.0,Ortisei - Val Gardena,46.5753,11.673,Stufanstr. 5,IT
116,39046.0,Ortisei - Val Gardena,46.5744,11.6714,Str. Rezia 7,IT
117,39039.0,Villabassa,46.737839,12.168828,Piazza von Kurz 3,IT
118,39052.0,Caldaro al Lago,46.370637,11.237306,Castelvecchio 14,IT
119,39017.0,Scena,46.685543,11.188538,Via Scena 22,IT
120,39031.0,Brunico,46.795522,11.939883,Via Centrale 8,IT
121,39033.0,La Val,46.657382,11.925777,ufficio: Str. San Senese 8,IT
122,39030.0,La Val,46.6575,11.9247,Str. San Senese 8,IT
123,39040.0,Salorno,46.239015,11.213344,via Loreto 8,IT
124,39040.0,Salorno,46.239206,11.217893,Via Molini 6,IT
125,39040.0,Salorno,46.245306,11.228769,Via Molini 78/A,IT
126,39024.0,Malles - Laudes,46.679194,10.536155,"Laudes, 6 + 7",IT
127,39037.0,Rodengo,46.794862,11.708771,Via Montano 9,IT
128,39032.0,Campo Tures,46.932117,11.936667,Costa di Tures 5,IT
129,39032.0,Campo Tures,46.919404,11.94944,Via Michlreis  5,IT
130,39030.0,San Giovanni/Valle Aurina,46.9803,11.9412,Im Dorf 38,IT
131,39030.0,Lutago/Valle Aurina,46.953273,11.920067,Via della Scuola 6,IT
132,39030.0,Lutago/Valle Aurina,46.952947,11.916446,Maurlechen Antratt 6,IT
133,39050.0,Fiè allo Sciliar,46.503892,11.522728,Via Cavone 14,IT
134,39010.0,Meltina,46.588818,11.258626,Perliflgass 2,IT
135,39040.0,Villandro,46.621899,11.538709,Via San Maurizio 41,IT
136,39057.0,S. Paolo | Appiano,46.4706,11.2539,Via S. Giustina 49a,IT
137,39057.0,Predonico | Appiano,46.4881,11.2314,Predonico 13,IT
138,39054.0,Auna di Sotto - Renon,46.512176,11.4414,Via Principale 36 B,IT
139,39020.0,Senales,46.725623,10.857599,"Madonna, 26",IT
140,39027.0,Resia,46.829187,10.517768,Via Principale 28,IT
141,39056.0,Nova Levante,46.43135,11.518178,Via San Valentino 52,IT
142,39040.0,Villandro,46.634125,11.541347,S. Stefano 3,IT
143,39040.0,Barbiano,46.5842,11.5105,Saubach 21,IT
144,39030.0,Vandoies,46.815524,11.736102,Via Pustertaler 1 A,IT
145,39050.0,Nova Ponente,46.4125,11.4317,Strada Principale 17,IT
146,39040.0,Velturno,46.668979,11.599739,Via Josef- Telser 2,IT
147,39027.0,Curon Venosta,46.8086,10.5406,via Claudia Augusta 10,IT
148,39026.0,Prato allo Stelvio,46.616858,10.590257,Via Principale 100,IT
149,39012.0,Merano,46.671025,11.167008,Via Haller 15,IT
150,39030.0,La Val,46.651359,11.943134,Str. Rumestluns 8,IT
151,39100.0,Bolzano,46.4906,11.3335,Via Bergamo 19,IT
152,39054.0,Vanga - Renon,46.562652,11.383359,Via Federico de Vanga 5,IT
153,39033.0,Corvara,46.551858,11.872385,Str. Rütort 1,IT
154,39022.0,Lagundo,46.681,11.1266,Via Etzenricht 27,IT
155,39040.0,Luson,46.745,11.768965,"Via Alter Rungger, 20",IT
156,39022.0,Lagundo,46.681286,11.134808,Strada Vecchia 8,IT
157,39034.0,Dobbiaco,46.7326,12.2228,Via Kurze Wand 12,IT
158,39032.0,Selva dei Molini,46.900605,11.83823,Gornerberg 100,IT
159,39049.0,Val di Vizze,46.977558,11.635635,Sasso 100,IT
160,39030.0,Lutago/Valle Aurina,46.9525,11.9181,Maurlechenfeld 2,IT
161,39030.0,S. Lorenzo di Sebato,46.759922,11.922328,"S. Stefano, 35",IT
162,39040.0,Villandro,46.649068,11.490154,Alpe di Villandro 2,IT
163,39058.0,Val Sarentino,46.7003,11.4414,Pfnatschalm,IT
164,39030.0,Predoi/Casere,47.050395,12.127819,Casere 8,IT
165,39030.0,San Vigilio di Marebbe,46.6992,11.9344,"Str. Plazores, 8",IT
166,39058.0,Val Sarentino,46.69112,11.40898,San Martino 73,IT
167,39047.0,S. Cristina - Val Gardena,46.585036,11.745222,Str. Ciaulonch 22,IT
168,39024.0,I-39024 Malles Venosta (BZ),46.725721,10.685022,"Mazia, 69",IT
169,39030.0,Sorafurcia,46.7403,12.0022,"Via Hinterberg, 3",IT
170,39040.0,Alpe di Siusi,46.511212,11.687801,Saltria 74,IT
171,39040.0,Alpe di Siusi,46.534377,11.605693,Spitzbühl 2,IT
172,39030.0,Sesto,46.690233,12.367261,Via Hocheck  4,IT
173,39030.0,Terento,46.8375,11.7936,via Walderlaner 31,IT
174,39030.0,Falzes,46.821181,11.85578,Via Niederhäuserer 1,IT
175,39030.0,San Giovanni/Valle Aurina,46.991632,11.961612,Mühlegg 140,IT
176,39040.0,Velturno,46.6786,11.6044,Via Frauner 14,IT
177,39040.0,Laion,46.6089,11.5674,"Via Walther von der Vogelweide, 42",IT
178,39030.0,Val Casies,46.8419,12.2486,Via Santa Anna n. 1 (S. Maddalena),IT
179,39032.0,Riva di Tures,46.950365,12.066765,Oberstatt 29,IT
180,39030.0,San Giovanni/Valle Aurina,46.9669,11.925,Gisse 142,IT
181,39035.0,Monguelfo-Tesido,46.770321,12.111332,Via Riva di Sotto 12 (Tesido),IT
182,39030.0,Lutago/Valle Aurina,46.951478,11.919644,Via Weißenbach 9,IT
183,39030.0,Sesto,46.70971,12.338887,Via Watschinger 10,IT
184,39030.0,Lappach,46.918155,11.803302,Lappach 209,IT
185,39030.0,Rio Bianco/Valle Aurina,46.949871,11.877681,Kirchgasse 2,IT
186,39046.0,Ortisei - Val Gardena,46.571186,11.682238,Str. Grohmann 54,IT
187,39010.0,Saltusio/S. Martino i. P.,46.729936,11.200731,Via Passiria 12,IT
188,39030.0,San Vigilio di Marebbe,46.7231,11.9647,"Pieve di Marebbe, Str. Furcia 29",IT
189,39040.0,Alpe di Siusi,46.531321,11.625681,via Giogo 10,IT
190,39048.0,Selva - Val Gardena,46.526189,11.763197,Str. Plan de Gralba 30,IT
191,39047.0,S. Cristina - Val Gardena,46.559443,11.728536,Str. Cisles 5,IT
192,39046.0,Ortisei - Val Gardena,46.5706,11.6711,Str. Vidalong 19,IT
193,39034.0,Dobbiaco,46.7486,12.2169,Monte Rota 12,IT
194,39037.0,Valles,46.850578,11.619786,Via Jochtal 13,IT
195,39054.0,Soprabolzano - Renon,46.5286,11.4018,Via del Bosco 11,IT
196,39030.0,Cadipietra/Valle Aurina,46.990373,11.964872,In der Baurschaft 16,IT
197,39030.0,Cadipietra/Valle Aurina,46.990059,11.963904,In der Baurschaft 7,IT
198,39030.0,San Giovanni/Valle Aurina,46.9628,11.9214,Gisse 32,IT
199,39017.0,Scena,46.680802,11.187837,Via Scena 50,IT
200,39030.0,Cadipietra/Valle Aurina,46.997147,11.984082,Via Klausberg 42,IT
201,39010.0,Meltina,46.565915,11.263714,Via Möltner 53,IT
202,39056.0,39056 Carezza-Nova Levante,46.407665,11.590655,"Via Carezza, 161",IT
203,39030.0,San Giovanni/Valle Aurina,46.982281,11.943217,Schachen 37,IT
204,39042.0,Bressanone,46.7058,11.6392,Via Delle Sette Chiese nr. 1,IT
205,39010.0,Avelengo,46.653986,11.222174,Via Falzeben 91,IT
206,39024.0,Malles - Slingia,46.7047,10.475,"Slingia, 37",IT
207,39030.0,Valdaora di Sopra,46.758456,12.039912,Via del Borgo,IT
208,39030.0,Sesto,46.7001,12.3556,Via Europa 16,IT
209,39040.0,Racines,46.8931,11.3897,Telves di Sopra 16,IT
210,39050.0,Tires al Catinaccio,46.476246,11.555852,Weisslahn 33,IT
211,39032.0,Campo Tures,46.9175,11.9572,Via Wiesenhof  39,IT
212,39040.0,Racines,46.8683,11.3275,Racines di Dentro 5 B,IT
213,39011.0,Foiana/Lana,46.5919,11.1444,Via Prevosto Wieser  30,IT
214,39040.0,Alpe di Siusi,46.542835,11.615639,Compatsch 62/3,IT
215,39029.0,Solda,46.529543,10.581968,Via Principale 31,IT
216,39033.0,Colfosco,46.5536,11.8564,Str. Sorá 9,IT
217,39033.0,Colfosco,46.553711,11.856661,Str. Sorá 9,IT
218,39041.0,39041 Colle Isarco,46.939058,11.443494,via delle scuole 1,IT
219,39030.0,San Martino in Badia,46.689168,11.895786,"Piccolino, Str. Piculin 18",IT
220,39029.0,Solda,46.53,10.5819,Via forestale 74,IT
221,39033.0,Colfosco,46.5533,11.8539,Str. Col Pradat 39,IT
222,39040.0,Castelrotto,46.5775,11.5919,S. Michele 31/1,IT
223,39040.0,Laion,46.608016,11.568626,Mitterweg 10,IT
224,39030.0,Brunico,46.795389,11.968125,Lunes 3,IT
225,39031.0,Riscone,46.781,11.940504,Via Sandgrube 16,IT
226,39036.0,La Villa,46.5856,11.9061,Str. Altin 9,IT
227,39030.0,San Vigilio di Marebbe,46.724863,11.961483,Str. Furcia 23,IT
228,39016.0,S. Valburga,46.543197,10.95384,Innerlarcha 525 A,IT
229,39030.0,San Vigilio di Marebbe,46.698474,11.930382,"Str. Catarina Lanz, 23",IT
230,39037.0,Maranza,46.816876,11.658429,Via Aussereck 35,IT
231,39011.0,Lana,46.597724,11.146746,Via dei Campi 25,IT
232,39046.0,Ortisei - Val Gardena,46.5685,11.6872,Str. Skasa 68,IT
233,39047.0,S. Cristina - Val Gardena,46.5685,11.6872,Str. J. Skasa 68,IT
234,39041.0,Colle Isarco,46.9372,11.4467,Via Posta Vecchia 8,IT
235,39030.0,Valdaora di Sopra,46.7578,12.0378,Via Hans von Perthaler,IT
236,39037.0,Valles,46.835434,11.629034,Unterlände 21,IT
237,39030.0,Perca,46.79199,11.981444,Via Pusteria 5,IT
238,39050.0,Tires al Catinaccio,46.4667,11.5281,Via San Giorgio 42,IT
239,39042.0,Bressanone,46.70573,11.67849,Ortnerbachl 1a Fraz. Villa,IT
240,39030.0,Sorafurcia,46.7539,12.0103,"Via Furcia, 5",IT
241,39040.0,Siusi allo Sciliar,46.540268,11.558736,Via Burgfrieden 31,IT
242,39030.0,San Giovanni/Valle Aurina,46.9889,11.9603,Mühlegg 98,IT
243,39029.0,Solda,46.5289,10.5856,Via Principale 22,IT
244,39046.0,Ortisei - Val Gardena,46.5739,11.644392,Str. Passua 9,IT
245,39040.0,Laion,46.5939,11.6192,Via Val Gardena 17 - S.Pietro,IT
246,39020.0,Parcines,46.6839,11.0738,Piazza Peter Mitterhofer 8,IT
247,39030.0,Valdaora di Sopra,46.7575,12.0372,"Via dei Prati, 2",IT
248,39046.0,Ortisei - Val Gardena,46.5729,11.6572,Str. Digon 8,IT
249,39030.0,San Vigilio di Marebbe,46.7028,11.9289,Str. Ciasè 11,IT
250,39030.0,San Vigilio di Marebbe,46.703511,11.93085,"Str. Pelegrin, 5/1",IT
251,39013.0,Moso in Passiria,46.795035,11.088999,Plan 27,IT
252,39050.0,Nova Ponente,46.413661,11.427211,Via Principale 3,IT
253,39055.0,Laives (La Costa),46.446781,11.362022,La Costa 19,IT
254,39030.0,Falzes/Molini,46.817682,11.847671,Via Schloss Schöneck  2 a,IT
255,39050.0,Fiè allo Sciliar,46.504254,11.467259,Via Tires 3 - Novale di Presule,IT
256,39042.0,Bressanone,46.717485,11.658551,vicolo Macello 4,IT
257,39030.0,Val Casies,46.794426,12.207124,Oberplanken 2  (S. Martino),IT
258,39034.0,Dobbiaco,46.743996,12.23142,Valle S. Silvestro 32,IT
259,39030.0,Perca,46.791428,11.984727,via San Cassiano 3,IT
260,39030.0,San Vigilio di Marebbe,46.701615,11.932176,"Str. Plan de Corones, 44",IT
261,39030.0,San Lorenzo di Sebato,46.772597,11.92095,"Santo Stefano, 21",IT
262,39012.0,Merano,46.66169,11.17857,Via Winkel 93,IT
263,39030.0,Chienes,46.807842,11.838147,Kiener Dorfweg 14,IT
264,39040.0,Naz-Sciaves,46.77,11.6653,Sciaves - Via Peter Kemenater 23,IT
265,39054.0,Collalbo Renon,46.542366,11.461225,Ameiser 36,IT
266,39011.0,Lana,46.616366,11.143062,Via Palade 6/1,IT
267,39040.0,Termeno,46.3381,11.2367,"Via Andreas Hofer, 32",IT
268,39016.0,S. Nicolò,46.5311,10.9522,"S. Nicolò, Am Hof 239 A",IT
269,39021.0,Coldrano,46.6161,10.8246,"Via Schanzen, 31",IT
270,39030.0,Cadipietra/Valle Aurina,46.995,11.9769,Via Klausberg 55,IT
271,39030.0,Val Casies,46.8442,12.2386,Bergerstraße 71 (S. Maddalena),IT
272,39054.0,Soprabolzano - Renon,46.520682,11.427374,Costalovara 29,IT
273,39052.0,Caldaro,46.38471,11.258509,S. Giuseppe al Lago,IT
274,39030.0,Anterselva di Mezzo,46.861778,12.098831,Riepe loc 15,IT
275,39030.0,Lutago/Valle Aurina,46.957354,11.917043,Moar zu Pirk 24,IT
276,39030.0,San Giovanni/Valle Aurina,46.986712,11.957731,Steger Aue 27,IT
277,39030.0,Cadipietra/Valle Aurina,46.991321,11.963303,Mühlegg 145,IT
278,39042.0,Bressanone,46.6783,11.7089,Valcroce 4,IT
279,39030.0,San Giovanni/Valle Aurina,46.983315,11.948517,Jahrlboden 6,IT
280,39030.0,Cadipietra/Valle Aurina,46.995971,11.984393,Unterberg 28,IT
281,39030.0,Lutago/Valle Aurina,46.958664,11.92177,Via Wilhelm-Maute 3,IT
282,39100.0,Bolzano,46.500693,11.359877,Via Andreas Hofer 4,IT
283,39015.0,S. Leonardo in Passiria,46.770744,11.224439,Kellerlahne 3,IT
284,39015.0,S. Leonardo in Passiria,46.779205,11.228215,Prantago 3,IT
285,39010.0,Andriano,46.5219,11.2297,Via Gisshübel 2,IT
286,39024.0,Malles - Slingia,46.706068,10.473329,Slingia 27a,IT
287,39040.0,Racines,46.879923,11.404396,Via Giovo 24,IT
288,39052.0,Caldaro,46.422153,11.248872,Via Gufl 8,IT
289,39057.0,S. Michele | Appiano,46.453137,11.261061,"Via dell'Olmo, 16",IT
290,39030.0,Lutago/Valle Aurina,46.962678,11.926378,Im Anger 16,IT
291,39057.0,Missiano | Appiano,46.4853,11.2544,"Via Missiano, 43",IT
292,39011.0,Lana,46.6091,11.1649,Via Monte Luco 32,IT
293,39052.0,Caldaro,46.3829,11.2496,S. Giuseppe al Lago 51,IT
294,39056.0,Carezza,46.4119,11.585,via Christomannos 50,IT
295,39056.0,Nova Levante,46.428163,11.488942,Via S. Valentino 71,IT
296,39040.0,Laion,46.609018,11.579243,Ceves 7C,IT
297,39040.0,Racines,46.882519,11.404553,Via Anger 27b,IT
298,39011.0,Lana,46.6148,11.1625,Via Frutteti 15,IT
299,39024.0,Malles - Slingia,46.7047,10.4753,"Slingia, 20",IT
300,39030.0,Predoi,47.040121,12.102551,Kirchdorf 80 i,IT
301,39032.0,Campo Tures,46.917501,11.957159,Via Wiesenhof 31,IT
302,39030.0,Predoi,47.042845,12.113167,Vicolo Neuhausergasse 47c,IT
303,39030.0,Predoi,47.0428,12.1136,Vicolo Neuhauser 47 a,IT
304,39052.0,Caldaro al Lago,46.411761,11.231703,Pozzo 27,IT
305,39100.0,Bolzano,46.493552,11.353596,Via Trento 2,IT
306,39037.0,Spinga,46.794383,11.64795,Via Montana 21+22,IT
307,39052.0,Caldaro,46.4114,11.2444,Via dell'Oro 21,IT
308,39040.0,Termeno,46.339902,11.238679,Via Julius-von-Payer 13,IT
309,39052.0,Caldaro,46.411965,11.245274,Via d'Oro 15,IT
310,39040.0,Termeno,46.3428,11.2428,"Via Hans Feur, 31",IT
311,39011.0,Lana,46.61174,11.15131,Via dei Cappuccini 11,IT
312,39057.0,S. Michele | Appiano,46.454407,11.262093,Unteralberweg 4,IT
313,39010.0,Tesimo,46.564695,11.169158,Gurtenhof 83,IT
314,39011.0,Lana,46.6066,11.145,Vicolo Foiana 18,IT
315,39057.0,S. Michele | Appiano,46.45035,11.25608,Pigano 10,IT
316,39057.0,St. Michael-Eppan,46.4508,11.2558,St. Anna-Weg 23,IT
317,39010.0,Tesimo/Prissiano,46.552152,11.179871,Prissiano 23,IT
318,39020.0,Parcines,46.683376,11.074418,Via Max-Von-Isser 1,IT
319,39057.0,Monte | Appiano,46.468735,11.247327,Via Sasso Croce 3,IT
320,39025.0,Naturno,46.662191,11.016154,Monte Sole 85,IT
321,39040.0,Funes,46.635874,11.725043,S. Giovanni 2/S. Maddalena,IT
322,39024.0,Malles - Prämajur,46.698376,10.507586,Röfen 8,IT
323,39040.0,Termeno,46.3346,11.2371,Via Andreas Hofer 23,IT
324,39040.0,Termeno,46.3406,11.2381,via Schneckenthaler 13,IT
325,39057.0,S. Michele | Appiano,46.459838,11.259694,Maderneto 10,IT
326,39057.0,S. Paolo | Appiano,46.4733,11.2614,"Via Riva di Sotto, 24",IT
327,39040.0,Villandro,46.6321,11.5403,Vicolo F.v. Defregger 14,IT
328,39034.0,Dobbiaco,46.746455,12.23374,Valle San Silvestro 89,IT
329,39052.0,Caldaro,46.4367,11.2485,Pianizza di Sopra 62,IT
330,39011.0,Lana,46.615759,11.143674,Via Gries 20,IT
331,39040.0,TERMENO,46.3417,11.2386,"Piazza municipio, 6",IT
332,39050.0,Tires al Catinaccio,46.477606,11.514874,Via Völsegg 25,IT
333,39028.0,Silandro,46.62907,10.782926,Via Vogelsang 11,IT
334,39020.0,Marlengo,46.652021,11.147507,Via Palade 37,IT
335,39057.0,Monte | Appiano,46.4661,11.2472,Via Monte 46,IT
336,39057.0,S. Michele | Appiano,46.45172,11.25568,Via S. Anna 9a,IT
337,39052.0,Caldaro al Lago,46.377637,11.23658,Castelvecchio 3-4,IT
338,39030.0,San Lorenzo di Sebato,46.779781,11.89835,"Via Borgata, 9",IT
339,39040.0,Laion,46.609327,11.564097,"Piazza Centrale, 8",IT
340,39057.0,Appiano,46.468577,11.24831,Via S. Giustina 65,IT
341,39048.0,Selva – Val Gardena,46.558495,11.742685,Str. Mëisules 5,IT
342,38039.0,Passo Carezza,46.403821,11.608375,Passo Carezza 11,IT
343,39031.0,Stegona/Brunico,46.796075,11.925741,Via San Nicolò 10,IT
344,39017.0,Scena,46.695186,11.192618,Via Ifinger 1,IT
345,39052.0,Caldaro,46.4358,11.2492,Pianizza di Sopra  8,IT
346,39012.0,Merano,46.6632,11.169,Via Monte Lucco 8,IT
347,39040.0,Siusi allo Sciliar,46.5413,11.5598,Via Burgfrieden 30,IT
348,39012.0,Merano,46.669007,11.168996,Via Cavour 50/A,IT
349,39033.0,Corvara,46.553342,11.870084,Str. Morin 31,IT
350,39021.0,Coldrano,46.619267,10.826206,Alte Vinschger Straße 13,IT
351,39043.0,Gudon/Chiusa,46.648424,11.603777,Gudon 54,IT
352,39100.0,Bolzano,46.482796,11.342752,Via Claudia Augusta 67/B,IT
353,39024.0,Malles - Burgusio,46.712016,10.531114,"Burgusio, 159",IT
354,39024.0,Malles Venosta - Burgusio,46.70915,10.529724,"Burgusio, 187",IT
355,39030.0,Gais,46.837149,11.953209,Via Gisse 36,IT
356,39037.0,Maranza,46.817198,11.66176,Kösslergasse 2c,IT
357,39041.0,Colle Isarco,46.938225,11.445835,Notenburg 1,IT
358,39030.0,San Lorenzo di Sebato,46.767299,11.917689,"Santo Stefano, 51",IT
359,39040.0,Castelrotto,46.5622,11.5586,Via Plojer 15,IT
360,39053.0,Cornedo,46.485393,11.408143,Paese 16,IT
361,39049.0,"Fraz. Prati, Val di Vizze (BZ)",46.898827,11.433895,Via Mulini 19,IT
362,39046.0,Ortisei - Val Gardena,46.577386,11.66585,Str. Mureda 24,IT
363,39012.0,Merano,46.680255,11.155047,Via Verdi 33,IT
364,39017.0,Scena,46.681211,11.190407,Via Scena 43,IT
365,39042.0,Bressanone,46.716145,11.660484,via Giardini Rapp 13,IT
366,39012.0,Merano,46.667998,11.158072,Via F. Schiller 7,IT
367,39100.0,Bolzano,46.50104,11.358531,Via A. Hofer  2/A,IT
368,39030.0,La Val,46.6497,11.8961,Str. Aiarëi 1,IT
369,39047.0,S. Cristina - Val Gardena,46.558245,11.723355,Str. Iman 11,IT
370,39010.0,Cermes,46.6275,11.14301,Via Raffein 28/A,IT
371,39047.0,S. Cristina - Val Gardena,46.556506,11.722273,Str. Pana 12,IT
372,39031.0,Brunico,46.80149,11.938101,Via Campo Tures 1c,IT
373,39100.0,Bolzano,46.500577,11.360148,Via A. Hofer  2/a,IT
374,39040.0,Racines,46.893533,11.381425,Telves di Sotto 19,IT
375,39012.0,Merano,46.663999,11.167063,Via K. Grabmayr 20,IT
376,39040.0,Laion,46.608393,11.580878,Via Ceves 12 J,IT
377,39057.0,Cornaiano | Appiano,46.463133,11.28051,via Marklhof 4,IT
378,39100.0,Bolzano,46.501346,11.357653,Vicolo Ca' de Bezzi 5,IT
379,39100.0,Bolzano,46.495411,11.353238,Piazza Verdi 28,IT
380,39052.0,Caldaro,46.407897,11.248244,Trutsch 7,IT
381,39056.0,Nova Levante,46.434713,11.545361,Via Hagner 14/A,IT
382,39040.0,Laion,46.609445,11.56855,"Bergweg,12",IT
383,39100.0,Bolzano,46.500657,11.356742,Via Bottai 14,IT
384,39031.0,Brunico,46.79321,11.945676,Passeggiata Tielt 20 A,IT
385,39046.0,Ortisei - Val Gardena,46.574105,11.682343,Str. Sacun 90,IT
386,39100.0,Bolzano,46.501167,11.366137,Santa Maddalena di Sotto 4,IT
387,39012.0,Merano,46.662061,11.186428,Via S. Valentino 39,IT
388,39012.0,Merano,46.655424,11.150147,Via Scuderie 21,IT
389,39030.0,San Vigilio di Marebbe,46.7019,11.9283,"via Catarina Lanz, 3",IT
390,39042.0,Bressanone,46.719911,11.661289,via Ortner 14/b,IT
391,39040.0,Castelrotto,46.565015,11.560817,Via kleinmichl 2,IT
392,39100.0,Bolzano,46.496903,11.352058,Via Cappuccini 2,IT
